,cars.car_name,cars.make,cars.model,cars.year,cars.distance,score,score.dist,X,cars.price_daily,cars.car_photo,cars.price_weekly,cars.dedicated_parking,cars.price_hourly,cars.longitude,cars.latitude,cars.timezone,cars.carkit_enabled,cars.car_id,distance.factor,zero_sixty_norm,is_performance,is_tuner,is_exotic,is_coupe,is_convertible,is_hatchback,is_awd,is_rwd
987,Dutchie,nissan,sentra,2011,1.817951098,0,0,506,75,https://www.getaround.com/images_server/blob/AMIfv947H3caCLm85vR6T4fKQMo_5d82I_IoYhRVW55sXayjuDIkETjuVL-wNqJyG311nSq09RMObmNPR0aGpIT0EGQO9F7B12x9bjwVGWJLEvJupEjR6XD-VUPUo15-PBJFaQ7W4ghcPq9pzPNKTlMfOUQF77uMKg,450,FALSE,7.5,-122.436082,37.797288,America/Los_Angeles,TRUE,1.00005E+14,0.6,NA,0,0,0,0,0,0,0,0
988,SweetScion,scion,xd,2010,1.81921631,0,0,507,65,https://www.getaround.com/images_server/blob/AMIfv97oQQBYJ_54Gv7BDphEqfmbAa3Oeqt3dOq4oraAoUq0IEQblkzHhPXXIx5xwiovHhhlN5C8CNTWf3cp_P9cK3oS4hQ7Kr4DxXCEyweRErnHZHU0he6DPAC-jgWa15PAANNMvR4JxG2KVqAvRJTvkIpG3ItQ3w,390,FALSE,6.5,-122.411845,37.764572,America/Los_Angeles,TRUE,1.00005E+14,0.6,NA,0,0,0,0,0,0,0,0
989,WhitePanda,chevrolet,volt,2014,1.838521363,0,0,516,130,https://www.getaround.com/images_server/blob/AMIfv969tFpYtv0_ERB0iH3BsuxAAt2RaR01xjA1xw_EXZuZL-BCHi8yHEv7OQBV3KEjLiTQPaoWbnBK0VlWAwyM-YB2uXeI99O067VFc3Y0GroZzm1wWdW6KULR-2aptPLFHP_0TcWgzMuo1YfqqSkc_0geOk-oag,780,TRUE,13,-122.4209411,37.7522655,America/Los_Angeles,TRUE,1.00006E+14,0.6,NA,0,0,0,0,0,0,0,0
990,CabrilloC,toyota,prius,2015,1.838521363,0,0,514,90,https://www.getaround.com/images_server/blob/AMIfv96TBLaUqvSM68xDaqm2SfyF9eDhZywq1RjAwfGQR-l5_rZGOxK2ynKqArBG34goCUiAtTnWqoXxyOiy_m5-bjTFyTXNlHwUeYnD3kuapKXi9e-eUjqobk60JBYjV4bjxetv3CoDMWNrf1Lr58Nsggg2y8uRgg,0,TRUE,9,-122.4209411,37.7522655,America/Los_Angeles,TRUE,1.00006E+14,0.6,NA,0,0,0,0,0,0,0,0
991,FortPointC,toyota,prius,2015,1.838521363,0,0,517,90,https://www.getaround.com/images_server/blob/AMIfv97uE8yakD4NHHrW0BgkH32d_vcALN9sjAP1hrZsYtsKE5UH1Kd1rcnPu1lZzMtuRUN8yzOu7WxTnsHRjKwfmp9gN4B-g-ff5wKh7Ju_AiM856hYDUFDAl4CEM-MN6Ek-sYjKF0kSkxSRa1jgDSIm0Rb2_VUCQ,0,TRUE,9,-122.4209411,37.7522655,America/Los_Angeles,TRUE,1.00006E+14,0.6,NA,0,0,0,0,0,0,0,0
992,Gr8CRV,honda,cr-v,2011,1.839710866,0,0,518,80,https://www.getaround.com/images_server/blob/AMIfv97BzLw9G9kDu3k5bWVj0MivMHB05RUe80fsuVLAjdVa70NfbNMdXJAUYXUevo06UPlIr3oQCL3uwy-mQ4VexjhUAokaX5hMuH32ijmF_AKBM2fQ0ER14cybiU2fScJckFB1p1nvGcMGFhoZwJIKM7s43oi6ww,0,FALSE,8,-122.4271683,37.7486156,America/Los_Angeles,TRUE,1.00005E+14,0.6,NA,0,0,0,0,0,0,0,0
993,SFCp2,toyota,prius,2015,1.842501757,0,0,519,85,https://www.getaround.com/images_server/blob/AMIfv96YLn1hMtqFPGhbH27jkrjyrAG6JCoAKJi-5vAtA1bC5rkpnC1Vi_3xU7uquMOvqvViT-7-hWQKNbfx_O86BdGWHfhig5wCtSHWzWukUDvs3FD97_jZ9mWFQ3MazARG5PlUZ5OrOB2sClH4uPgsLs0KWAQ9_g,510,FALSE,8.5,-122.470034,37.7548767,America/Los_Angeles,TRUE,1.00005E+14,0.6,NA,0,0,0,0,0,0,0,0
994,Centauro,toyota,sienna,2016,1.844113461,0,0,521,150,https://www.getaround.com/images_server/blob/AMIfv97nqIf37U6kbgZkBSaKs5ugYiwc8SogXpnQMYwkKrEH-gTSB4_vXujxlaILp-5qg6H5g0PhrjLq0e6b1XmkESOnDD_CItJlT8AzR3rSPvYmyfmpkgBiWJUBhp_SJMHwg3H8FolrZ7WbnCTDNyHtFCZeSEWFQA,900,FALSE,15,-122.4119294,37.7631435,America/Los_Angeles,TRUE,1.00006E+14,0.6,NA,0,0,0,0,0,0,0,0
995,CuyahogaC,scion,im,2016,1.845075278,0,0,522,80,https://www.getaround.com/images_server/blob/AMIfv96F8FNlxvBPFIbD0g20R8Y2gNZ3b8fnon_4kTzuLxqL8KOAy8x2qkNCKBp_MIxZbWMs7oSlMzYMgfuC-XmqIPnLR6ijhnW0x4OnmcWsSwvjhanejTPDpIa4IyKHUGx-bgOwdE_zuBNIxXwl5gfeES7ZOPOjiQ,0,TRUE,8,-122.420869,37.752189,America/Los_Angeles,TRUE,1.00006E+14,0.6,NA,0,0,0,0,0,0,0,0
996,AzaleaC,toyota,prius,2015,1.845075278,0,0,523,90,https://www.getaround.com/images_server/blob/AMIfv97sbZ8dynHFaM5F5HMhDeshlgWkTUYzVOU4a6uP4jnAds0NxAXDk8IEobdEe5Hl7WZfpmUR0Pdoe0VetVPpx9gpR2BT-DZOutV3vP3Jfv0jXB6fiy5PVghDb5SzIg2gtL1cSPyQgciCR114dg-Z31mqvUX4Xg,0,TRUE,9,-122.420869,37.752189,America/Los_Angeles,TRUE,1.00006E+14,0.6,NA,0,0,0,0,0,0,0,0
997,berniesmazda,mazda,3,2013,1.85036531,0,0,524,85,https://www.getaround.com/images_server/blob/AMIfv95MEsTOnBAeqZf8wjsATeYrQEAuJkw3bT0eCHQiU76WBYq6XQfzT3Kn7pNZ2dvGEFaiK0_gbOb2i5V_FhwQK1h2htvhSUcNWXDVYd6rktLn3tbXXnyYlZmkq1Co-a-WSJClDK_eL-0tZEaKkGjrhYZfYx20bw,0,FALSE,8.5,-122.416273,37.756225,America/Los_Angeles,TRUE,1.00005E+14,0.6,NA,0,0,0,0,0,0,0,0
998,Jayrobs_Jeep,jeep,patriot,2016,1.857173466,0,0,526,110,https://www.getaround.com/images_server/blob/AMIfv96Bsc5xpm1rFzq9Ao8AadyQxoXZXKhAWwjA7tVIcF68dC1gamUN3nhb-EOATbbZE3DSDtTWnklzcfXZq4-x2uYelXkWPuW1siTXXUBCQF0UHfeyUPSRW72j0vRFoWkah-aplQ8LU5r3kMw_fju4ZKeHEwOMDQ,660,FALSE,11,-122.441491,37.798523,America/Los_Angeles,TRUE,1.00005E+14,0.6,NA,0,0,0,0,0,0,0,0
999,litogetaround,chevrolet,sonic,2013,1.858802192,0,0,528,85,https://www.getaround.com/images_server/blob/AMIfv96eM8b3qkI930z5npbY39Gu3IKG4QvBiD42nqGm2ZR2sbeakX7G93tFi5bdYRI6LQzdJnk3VJbVYkZfJRcelyP-r2hhuc6uh7xC1GD0Un5Wbu6Q8hYmwHdFPm8MlVLUd4wYM561DY0GMXGNSr2G5fj7u7OAjA,510,TRUE,8.5,-122.4152688,37.7862619,America/Los_Angeles,TRUE,1.00006E+14,0.6,NA,0,0,0,0,0,0,0,0
1000,Seisunwagon,honda,fit,2012,1.860902953,0,0,531,80,https://www.getaround.com/images_server/blob/AMIfv97lE6Mwy4MCiw603bBiNQoFEjG1sTsVNiBL3C1fY0NntbpKK2Kwi6fqkVlM9fFeUYGqUOo3J9kuNQ0ixgOXuvRlBmOCCdancA7uOa_vnbTRh8DeR0rdvf0eqdkdda_BCmTXACSOcnQEQ8I3yn9Ief21qr7HKg,480,FALSE,8,-122.4104534,37.7768526,America/Los_Angeles,TRUE,1.00006E+14,0.6,NA,0,0,0,0,0,0,0,0
1001,bheavy,toyota,highlander,2008,1.860902953,0,0,530,120,https://www.getaround.com/images_server/blob/AMIfv95JJ8oL8CQ_aoDvyVCZHS4blI1ltS72NUsoo-fNfvhBFuW1se_k--hwWg1RHWNcUfV9rc2H05xoxrlTS6MLSHxiyhx7WhxgRX_1vjTZPh-PG72u1rYtvuFVI2xG3O6q4IrMDYiHhXtSWmdIYw5xIZdeygCFMg,720,FALSE,12,-122.4104534,37.7768526,America/Los_Angeles,TRUE,1.00006E+14,0.6,NA,0,0,0,0,0,0,0,0
1002,Pablo.Escobar,chevrolet,cruze,2016,1.865895963,0,0,534,95,https://www.getaround.com/images_server/blob/AMIfv96T8CjIQfHjO2Nb-UDlophkzCmfXXaPzb6PHK1H1LNDegs7eFsaVOUAGb86eJFB2LpVoYv3qg1EOGQtw5W_l-crSw_DzaRIDPT_Efi53EeIKKJJKbH4DJkBXmdFlCnUJCUkRRo1HccmVqeKaRSnWjp2-7Me3w,570,TRUE,9.5,-122.4339158,37.7975392,America/Los_Angeles,TRUE,1.00006E+14,0.6,NA,0,0,0,0,0,0,0,0
1003,Prius60,toyota,prius,2016,1.87478524,0,0,539,90,https://www.getaround.com/images_server/blob/AMIfv94CWoEiQhqQTLdZ0gx501MnH5XBNW1qSBkwfxHZBsU3-IW5eNAlFIeMdkxDOPycYt27qqWsK4jw5WaI0myR9BNe62BmnpEsQdw0UwFuzSCUQCQil13XHNcfHYIGff2eHdxY4P64o_lY2Tub0GzbImsLxu72Kw,540,FALSE,9,-122.4120191,37.7616698,America/Los_Angeles,TRUE,1.00006E+14,0.6,NA,0,0,0,0,0,0,0,0
1004,Shanty3Fiesta2012,ford,fiesta,2012,1.875036991,0,0,540,70,https://www.getaround.com/images_server/blob/AMIfv967U6d9_p_w4pMR4PBybUNfBanGIwgT9_Zos66SaZwuXuXDusqGL0PtRqGrQYkzJiBz8dxylFbXBuBl_KNtsxzool6KolSA4FhqSI3K5Q_4_wE7XCEoHCFVwjiujcmV3r4nrSHYvOYkS0zXFqsuRZHVHYTnkw,420,FALSE,7,-122.4769829,37.7645194,America/Los_Angeles,TRUE,1.00006E+14,0.6,NA,0,0,0,0,0,0,0,0
1005,Mountainmonster,nissan,rogue,2009,1.877356632,0,0,544,110,https://www.getaround.com/images_server/blob/AMIfv97EDOfQLt-BK3a4YA7HEP2oHWtJJMIK5P0Fzs0QkiEDHkjK-h1cHWdh6ITzOJdSCpD0MfK9rTPJSHCxHuhmdQpUC1QXAzhCvPFgmQ7MLI5eGE287C8xyzu0h0mAuBz9IzekWlLXSb6ucPug70oPe6rw6Mox2A,660,FALSE,11,-122.4395704,37.7986665,America/Los_Angeles,TRUE,1.00004E+14,0.6,NA,0,0,0,0,0,0,0,0
1006,07Prius,toyota,prius,2007,1.884311824,0,0,547,60,https://www.getaround.com/images_server/blob/AMIfv959xyvcz9lXh7Y_AZCgEmdomuoL7JE3JQWKeDnt4Eq4y9MJ8PcZJqxPxew30V3NK6NuxuDfpFsIFU3m1lB5P6L2av9zdsix-PAiYHKKJHpB-LM-elki7lep20nPEV5-Ovu9bmQw4_Sm75vaSHdb6Kd6HU0LiQ,360,FALSE,6,-122.4122518,37.7608694,America/Los_Angeles,TRUE,1.00006E+14,0.6,NA,0,0,0,0,0,0,0,0
1007,nmprius,toyota,prius,2007,1.885877857,0,0,550,75,https://www.getaround.com/images_server/blob/AMIfv970TlcGQosk9QpDP3rCSc99J7db9gIE5OmMxXLKZtr5OwX83pYPXPdtxqGxQ-k63pmOETpXuKwa9iqs6ZsUTbJV0AmJZ_etHSRI_Oas_uwPD7DSPsBNNV7RRbIx8_yMEaecyaodoivUCfOgDD8VyT4Uqkqnhw,450,FALSE,7.5,-122.440599,37.798881,America/Los_Angeles,TRUE,1.00005E+14,0.6,NA,0,0,0,0,0,0,0,0
1008,NobHillEscapeHybrid,ford,escape-hybrid,2011,1.886777178,0,0,551,150,https://www.getaround.com/images_server/blob/AMIfv95-d6Pejt2Hu-8gmnMDcdJ2xRld4CQ1jW7hOgKUk5NyUwCOk-huxwI5k_8ZJ5BgXLkFNV5WKcSKiSxa9R7nl60FRgCJYBKReJPv0orM3vwTp26ZattyiPfAYiW_CCtKWRRbqCgeM_S3N3wrUdcWhdfgXErtnw,900,FALSE,15,-122.4204414,37.7917621,America/Los_Angeles,TRUE,2955,0.6,NA,0,0,0,0,0,0,0,0
1009,BigHendyC,toyota,prius,2015,1.887276224,0,0,553,90,https://www.getaround.com/images_server/blob/AMIfv94BrU6wqVgyNE-WI3DzdaSNdvTshXt1IVSMKhtEs9q82gB_ALzylvFpaJpG3mBoQCeCSmQUZyMn-U2bNG5IpOThCH6662SFb7rGEnbiPfi2tOx2QZPm2d3uXwNw9tntmQbR73sNOGodG1w3-wmJlE_hcb9xBw,0,TRUE,9,-122.417587,37.754021,America/Los_Angeles,TRUE,1.00006E+14,0.6,NA,0,0,0,0,0,0,0,0
1010,LittleHendyC,toyota,prius,2015,1.887276224,0,0,552,90,https://www.getaround.com/images_server/blob/AMIfv95Pr2z__x3q8Fmuh1MzRXEftqQrDf89BkENwmHcMNa94IcGe6ZrQN0kx7l06ERQadI52i34ra6xiHBL_zRbRMDs9mbNS9pIUf8miuiPktjNcY2h6QQ1igHgdjEHL_FkztOhiMn1k3ys9U1OoJ6GYlFUX9aieg,0,TRUE,9,-122.417587,37.754021,America/Los_Angeles,TRUE,1.00006E+14,0.6,NA,0,0,0,0,0,0,0,0
1011,Prius20,toyota,prius,2016,1.896093941,0,0,556,90,https://www.getaround.com/images_server/blob/AMIfv95glHCe2xDR8fxcOWiIa3HLYITvpE30un5qRK2GD-PshKJwMHaQEStZcmz7Reeja00ABBNzDjIAsejVGIGUJRl5ww5K9ZT1oHTD9LrliL6OU672kDt7DyxBBmyhhhXtafwb0wzcyoXJeSjHujEcCRO4noCC2A,540,FALSE,9,-122.411586,37.7616971,America/Los_Angeles,TRUE,1.00006E+14,0.6,NA,0,0,0,0,0,0,0,0
1012,crossoversuv,nissan,rogue,2008,1.906878695,0,0,560,85,https://www.getaround.com/images_server/blob/AMIfv94Z9sGmd7RnUWF9OW6WsKuBzAufXgS6NcE13XHXwDmb0T2Fk-ag4ziMUClMPPOEpxDfnjxlzXWKwjFEs0DaTJwBpToLh6EakwrERYuJAIKQwOamUvTGRvmcbovIjpVA4Sper9Tp2JwueW_fq7Wjxa_7zK9U4g,0,FALSE,8.5,-122.4347312,37.7983423,America/Los_Angeles,TRUE,1.00004E+14,0.6,NA,0,0,0,0,0,0,0,0
1013,AllAround,toyota,corolla,2015,1.907621224,0,0,561,90,https://www.getaround.com/images_server/blob/AMIfv95KVOoylF1amgO5uBd4Ap61YFxWnukGO-LsbfpPw0M5Y6VaRoCJjWL0GYWwD6j5KoT6fZCwSMVbFo_Z8oQJ53lUfXYLlgp-3APedaxG22b3aFUeWFg3GsxJ-o19OSkxJcElSVRg4SOZR3dUfPv-eLqba2NGnA,540,TRUE,9,-122.4119061,37.7827933,America/Los_Angeles,TRUE,1.00006E+14,0.6,NA,0,0,0,0,0,0,0,0
1014,moonie_sentra2014,nissan,sentra,2014,1.918765392,0,0,564,75,https://www.getaround.com/images_server/blob/AMIfv95O55XON9-Yo8466eX-RNvfPq_paYW905iAVdz9rJ48AkL7HfWF66zkgRzOnEE1PnkBE6UW4tmB_U7FQksidL9t4-JklSRF1QonKqOEf-Ncj4atBqIe962iRvxXABgIn8twd4l9EsdO_wZGG5eY53gzmKOAxw,0,FALSE,7.5,-122.4090077,37.7749452,America/Los_Angeles,TRUE,1.00004E+14,0.6,NA,0,0,0,0,0,0,0,0
1015,toyotacamrysf,toyota,camry,2014,1.921973418,0,0,567,65,https://www.getaround.com/images_server/blob/AMIfv97mTkI8Yx2h1SQrwCbgJGDTgrSwozryd_VJJxCDu1yhFOLbfxKwmwGc9RUMH4eKPfJ0nHk9U-9EI0y2yQptXz02w0BvatHP1__W1G2jfXIBdfkq_gRLl9YuB_aA5KQOI3Q0xELLJJcW-ItQFERpiGgMhlohgw,390,FALSE,6.5,-122.424508,37.794927,America/Los_Angeles,TRUE,1.00006E+14,0.6,NA,0,0,0,0,0,0,0,0
1016,PriusPlugInDiamondHeights,toyota,prius-plug-in,2014,1.922286798,0,0,568,70,https://www.getaround.com/images_server/blob/AMIfv95z-j8V_0zYeYeOAmELPbbJKJAZlg8_SrL6q1c9kD-m4DEWaegHUxJ0bmSSdhkSlpCTRISWdV6n8_GuxDZCKZXtIJrB2ek0wK1zyaitishT9MwAJP4MBGwLg7t1KKyAWeCpqXC5sQE21BdbTFLmnerNdY7WJg,420,FALSE,7,-122.4313355,37.7457369,America/Los_Angeles,TRUE,1.00004E+14,0.6,NA,0,0,0,0,0,0,0,0
1017,Loaded2013Altima,nissan,altima,2013,1.928462165,0,0,570,85,https://www.getaround.com/images_server/blob/AMIfv97fuKJlMjQFxoX0fESQBmxUGEa1FZYjqK_IF4EhEZSbuxa_Zl0iPq-UvOwX1dJoTdnrFQqYT-2Wi-axVcW9KYUQK-HL3tq6h9yusMqS7JrgM5usdaszdqWJVUtQcJnTKnJ5QDMng55NUXm-35L6m4kDbQKxJA,510,TRUE,8.5,-122.4332276,37.7451199,America/Los_Angeles,TRUE,1.00005E+14,0.6,NA,0,0,0,0,0,0,0,0
1018,LostCoastC,toyota,prius,2015,1.933118088,0,0,573,90,https://www.getaround.com/images_server/blob/AMIfv96csc3MuO-NSkllK_NuqfeBgNU9c8y-1eoscNcP5Lw1Z1hnDtiy4XxMkxzqvLHzHj8ybCY-A9yld-JoWnWoYRfRNL8mFX892-3iYftFrwLiZ_P9LJf8NI7C3vCfyvTk33dpUot2ihsn0N0XLjsIVGKlFxUf_g,0,TRUE,9,-122.4215729,37.7934248,America/Los_Angeles,TRUE,1.00006E+14,0.6,NA,0,0,0,0,0,0,0,0
1019,pliny,mitsubishi,outlander,2008,1.94933622,0,0,577,90,https://www.getaround.com/images_server/blob/AMIfv97MqY0Kl2ZOHetJwXpX_KP3HqgIccOOmVPXNFcCsQTNUTwa2XIBT60yV-5BDZDGF16fC7i4MfNGL7LNYMZQGG6Hw4ItsSm53w0lDyjuFxI3nasM9Ymr3sfSPv3718ldNe9E2VHWtOtG8IXtpMdDz6-BLT8vsA,540,FALSE,9,-122.432099,37.798339,America/Los_Angeles,TRUE,1.00006E+14,0.6,NA,0,0,0,0,0,0,0,0
1020,bmprius,toyota,prius,2015,1.95200455,0,0,580,95,https://www.getaround.com/images_server/blob/AMIfv97HvMPZFM1PpVKudYznkLhtAV9a8wkPR7DIJ8FKn10JbBabcNfnwXBRGx9UpgWm5-s72jix0BAGBHHwpzZDKu5bqgeiJQu3hq1MfI9ZThcSZbs0NZUHV1M8sLhrRQgXcJNNz_8Vqma_U210zExD679VVtF8aw,570,FALSE,9.5,-122.4085525,37.775888,America/Los_Angeles,TRUE,1.00005E+14,0.6,NA,0,0,0,0,0,0,0,0
1021,bmprius3,toyota,prius,2015,1.95200455,0,0,578,120,https://www.getaround.com/images_server/blob/AMIfv96szeH2RnDFc3FPcUTv0_V9XL4V5kumZSfNg29MLKHxo39E2aACzLNUT6KFomTIDeoO3EoRC3WfmCqIJa1YG6XCG6mTMAdx_n8b6_-Fjg91s76N4j8_NwZqU5h60Pxz4_mK3J0aDziPKX59Wun04Qfbnm0t8g,720,TRUE,12,-122.4085525,37.775888,America/Los_Angeles,TRUE,1.00006E+14,0.6,NA,0,0,0,0,0,0,0,0
1022,dh_honda,honda,accord,2009,1.963959877,0,0,586,65,https://www.getaround.com/images_server/blob/AMIfv97CmDeP-p69bNXL2NBweA5h4Pby7TW9CoIOEOmbWLrnKtMwyXsQqbDTnq_LXPerq86P-RjkIcI6k4elidU_lBCM5Pawf5YzpjA8Fx_jf5i0Nw9AQirM3bnPi43BCmPzDv_WmLzm6oxwt9gCKYlhWFJNLDjR4w,390,FALSE,6.5,-122.4389496,37.7435718,America/Los_Angeles,TRUE,1.00006E+14,0.6,NA,0,0,0,0,0,0,0,0
1023,rhinobeast,honda,fit,2015,1.967770525,0,0,587,90,https://www.getaround.com/images_server/blob/AMIfv94OSRpNh6ClNdyoRPmFZYmJ3PgW7q8yNkwjmxIobqCL2_dMADYayDA_rNlCeJhViFjiPgsodWq_0Pzqpf95rzACEkyTgQeg_wyZ1UQZ6luCHRwwEZdDrCsWp8PDyS82xQgLgZPf-Ryj3Xm7PkCFCi13VfvtFw,540,FALSE,9,-122.4723469,37.7542642,America/Los_Angeles,TRUE,1.00006E+14,0.6,NA,0,0,0,0,0,0,0,0
1024,Blue_Fury,honda,fit,2016,1.97103703,0,0,588,80,https://www.getaround.com/images_server/blob/AMIfv967PKeBqJXzm_bwkoAd6r6Ko_o9MynuEdnFo2hXsW04DIUDlRqEsUwmc3Hw9svaScMvjHgvNg8iliNJHnv-VSEMa-MVVXC2Akn8eeyWaSFf7DoMQZSE8AvgqIk49R0sSbMj38JngaAGuYHGG1oRG-AgbgLx3A,0,FALSE,8,-122.4756746,37.7582238,America/Los_Angeles,TRUE,1.00006E+14,0.6,NA,0,0,0,0,0,0,0,0
1025,Magda,mazda,3,2010,1.975845289,0,0,589,80,https://www.getaround.com/images_server/blob/AMIfv95MYT18NZ3mPhIzXiCGuWIyc3I1jF05ZPITzFtI-g75hf5oRqnMehc1j07bgWARoyV-JepfGXH14QKobgWqr9Ewy3nek4FBk9QszeEXCaJNQ7IfPRskNU6C0ZRixa01m6uRkSSyWbLtAxQoJlblpaqzWd_PhQ,480,FALSE,8,-122.4140313,37.7555931,America/Los_Angeles,TRUE,1.00004E+14,0.6,NA,0,0,0,0,0,0,0,0
1026,KiaSoulLeather,kia,soul,2012,1.978525297,0,0,590,65,https://www.getaround.com/images_server/blob/AMIfv96Vl-hh0qtRPXPvivGecR-TWRgkylGNaC6IyFAHKzZ0a7D0xmT8ai7nn3IvyTt60TqA553YTShD3Hm9g6GLvxnW_uA-1gejfzgwGtGXoo-G_nR2Wv14iR0tUk3JeXhmwCfY9vGX9p3UnlGl3UFQNfIZoIgleQ,390,FALSE,6.5,-122.431517,37.744815,America/Los_Angeles,TRUE,1.00005E+14,0.6,NA,0,0,0,0,0,0,0,0
1027,cs72,acura,ilx,2015,1.97881585,0,0,591,95,https://www.getaround.com/images_server/blob/AMIfv94GNcH9SXOkHm_lXwtPpzyf-3DzKmvVA5E6RI8vhlPrE35w28fGEXd6bcfbfhdQ98rTWgJIFW5c919EDk82yWEBazAnu4aAaZCrNYKegJSAz9MpqyGReWJLsG5rgkHacTCzjPY8uB5r8_wrtvCZraDpLw05bA,570,TRUE,9.5,-122.4218175,37.7944204,America/Los_Angeles,TRUE,1.00006E+14,0.6,NA,0,0,0,0,0,0,0,0
1028,BarcelonaRav4,toyota,rav4,2016,1.97881585,0,0,593,120,https://www.getaround.com/images_server/blob/AMIfv962H4cby7bm94nSG5a-Dhnu5AEaphrgWiWquo8soU3BWyaqVfrvuWfNh_07jMA7tgFPuHhlU8AGqzB5nTs__7wf7OXnSCXTPvtKJ4GDT3yI8bZpw8CZEZwN2Sw80pUlGqRo37YnPClpUUyLeLCLY6I_lnWkzA,720,TRUE,12,-122.4218175,37.7944204,America/Los_Angeles,TRUE,1.00006E+14,0.6,NA,0,0,0,0,0,0,0,0
1029,Marilyn,mitsubishi,mirage,2015,1.97960538,0,0,594,80,https://www.getaround.com/images_server/blob/AMIfv96YIMvrTO-AIDS0RGguZ_mo1IfMVKdB4jUzG2IYlpSXKTDgZUI1hl8TGBk_dDDN9shKnIqS-rMt73_2QMl0h_PYOMdDjLaL_2DcDA4Sq6pMU4hXygqoUTEvZIPHm-FOrtutFBwgfuq2Aa4MEL5YmcOwbY0KRg,480,FALSE,8,-122.4114619,37.7589457,America/Los_Angeles,TRUE,1.00005E+14,0.6,NA,0,0,0,0,0,0,0,0
1030,Pearlcorolla,toyota,corolla,2014,1.980442223,0,0,595,85,https://www.getaround.com/images_server/blob/AMIfv96FEyCUDo_gXia3mSNY9Hyoh-yac9ZpuZcDiJ8ML548awp4RZEmFbgBUYb9G_sB4NeNmhHeTePirpfs4Oa0l1z6g1-VQGTQMi9j60YcMEdHaKvCRb7ILx6L_9UhdkqSn1s-7Zl2BMlvRLv7Rioo2ceXJUoL4Q,510,TRUE,8.5,-122.4217736,37.7944234,America/Los_Angeles,TRUE,1.00006E+14,0.6,NA,0,0,0,0,0,0,0,0
1031,SwamiC,toyota,prius,2015,1.980580415,0,0,596,90,https://www.getaround.com/images_server/blob/AMIfv96f_HbfX5w09O5G9CNYZzN_G0LssZ7xkJ_rl-MCAskQj8Sr8i_DIEsLNxwiWGMZXG49guzFIM_Ek6AjSWM7z7HKZYGlU0M6RlnBMT-qpbPFeI9UwqGiABmA1iykJwHn5czkRAyurfUA_t7v_jfyVBMiYBC-hA,0,TRUE,9,-122.421682,37.79437,America/Los_Angeles,TRUE,1.00006E+14,0.6,NA,0,0,0,0,0,0,0,0
1032,mrshankly,ford,fusion,2006,1.986408554,0,0,600,50,https://www.getaround.com/images_server/blob/AMIfv97abPN1I8vCoEXCVmPI2W9COu5yEr8NRruF5ZU688sxdDl_lgCLxVhpUdx203FAU8Osa6JRUpPqUiRJTJpiWyOTFXrBATBCj8-8nJLzyTynerA44lJNFMyYWaxbcoSjARwpPYFTO_LfLH-8MKahWH4iExr9pA,300,FALSE,5,-122.4076599,37.7741303,America/Los_Angeles,TRUE,1.00005E+14,0.6,NA,0,0,0,0,0,0,0,0
1033,moonie_crv2013,honda,cr-v,2013,1.990592739,0,0,602,110,https://www.getaround.com/images_server/blob/AMIfv96OjAohRjL1dLFY03z0dDVFDWrtPc5lW2HPnbi-MoWHw0ORWkfv853f3rMZZ57JILptDnajIn3Ci1LmUbnUS5k4EhtfxmuFq0LSOeOy0vkljSRWxoC6EENPkrcvbErBn16VwsBykMNVTh3YoeTNKEoe_YnpAQ,0,FALSE,11,-122.4078055,37.7757056,America/Los_Angeles,TRUE,1.00005E+14,0.6,NA,0,0,0,0,0,0,0,0
1034,HEF,volkswagen,passat,2013,1.992155738,0,0,603,95,https://www.getaround.com/images_server/blob/AMIfv95AXxO966zo4HU_hhV-dPQUD3vu8TQ4SUWgBArujgFp7Aquzv75lU3lTLwN0qEkpGm3TxvfkR7SjyfAJYGN_gRDa09fJUW2NMRgOzz2bmwiAm76lwboh5XtmAyFHQxNZEnRvNrXjvMantw7hCtU5PMAoA4QaA,570,FALSE,9.5,-122.44327,37.800539,America/Los_Angeles,TRUE,1.00005E+14,0.6,NA,0,0,0,0,0,0,0,0
1035,chill,toyota,prius,2015,1.992653835,0,0,604,90,https://www.getaround.com/images_server/blob/AMIfv977CouQ3BVzqSc5xjj68nu2EC6bh7QMieRUHbJAjynG8-cIXsPAwJjtdkmjeaYDzV2A_WquUKYp_YuzIEO5Igr7qQsPH7aWebHD_7RW2QhxU2mjQaQFcqUTdoin13omfCGamdwZZm-YPofKwpgDn_swIEDKMg,540,TRUE,9,-122.4351473,37.7997097,America/Los_Angeles,TRUE,1.00005E+14,0.6,NA,0,0,0,0,0,0,0,0
1036,PriusHybrid,toyota,prius,2008,1.992856896,0,0,606,75,https://www.getaround.com/images_server/blob/AMIfv97wokshR2SiTV_iq2CmRrqpqOnbdWyOg1iw2pXcOX09VY30kdTUVykfD7SqGWuPy6RerPDf5xP-wTSSLY_2_dmjMMTRvLjiTpyKpqp62l50YkC0_XemihXq-oiLyClk60X48-MC8UeglRoZ1UBJrfSkWX4f8Q,450,TRUE,7.5,-122.4351605,37.7997153,America/Los_Angeles,TRUE,1.00005E+14,0.6,NA,0,0,0,0,0,0,0,0
